Lust for Life
Magnificent Roughnecks
Man Beast
Man from Del Rio
The Man in the Gray Flannel Suit
Man in the Vault
The Man Is Armed
The Man Who Knew Too Much
The Man Who Never Was
Manfish
Massacre
The Maverick Queen
Meet Me in Las Vegas
Menace from Outer Space
Miami Exposé
Miracle in the Rain
"Mobs, Inc."
Moby Dick
Mohawk
The Mole People
The Mountain
Naked Gun
Navy Wife
Never Say Goodbye
Nightmare
The Oklahoma Woman
On the Threshold of Space
The Opposite Sex
Our Miss Brooks
Outside the Law
Over-Exposed
Pardners
Patterns
The Peacemaker
Perils of the Wilderness
Pillars of the Sky
Please Murder Me
The Power and the Prize
The Price of Fear
The Proud and Profane
The Proud Ones
"Quincannon, Frontier Scout"
The Rack
The Rainmaker
Ransom!
Raw Edge
The Rawhide Years
Rebel in Town
Red Sundown
Reprisal!
The Revolt of Mamie Stover
Ride the High Iron
Rock Around the Clock
"Rock, Pretty Baby"
"Rock, Rock, Rock"
Rumble on the Docks
Runaway Daughters
Running Target
Run for the Sun
Safari
Santiago
Scandal Incorporated
The Scarlet Hour
Screaming Eagles
The Search for Bridey Murphy
The Searchers
Secret of Treasure Mountain
Serenade
Seven Men from Now
Seven Wonders of the World
"Shake, Rattle & Rock!"
The Sharkfighters
The She-Creature
Showdown at Abilene
Singing in the Dark
Slander
Slightly Scarlet
The Solid Gold Cadillac
Somebody Up There Likes Me
Stagecoach to Fury
Star in the Dust
The Steel Jungle
Storm Center
A Strange Adventure
Strange Intruder
Stranger at My Door
The Swan
Tea and Sympathy
The Teahouse of the August Moon
Teenage Rebel
The Ten Commandments
Tension at Table Rock
Terror at Midnight
That Certain Feeling
There's Always Tomorrow
These Wilder Years
Three Bad Sisters
Three Brave Men
The Three Outlaws
Thunder Over Arizona
Time Table
Toward the Unknown
The Toy Tiger
Trapeze
Tribute to a Bad Man
The Unguarded Moment
Uranium Boom
The Vagabond King
The Violent Years
Walk the Proud Land
War and Peace
The Werewolf
Westward Ho the Wagons!
Wetbacks
When Gangland Strikes
While the City Sleeps
The White Squaw
The Wild Party
A Woman's Devotion
The Women of Pitcairn Island
Women Without Men
World in My Corner
World Without End
Written on the Wind
The Wrong Man
X the Unknown
Yaqui Drums
You Can't Run Away from It
The Young Guns
Title
The 49th Man
99 River Street
"The 5,000 Fingers of Dr. T"
Abbott and Costello Go to Mars
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde
Act of Love
The Actress
The Affairs of Dobie Gillis
Affair with a Stranger
The All American
All Ashore
All I Desire
All the Brothers Were Valiant
Ambush at Tomahawk Gap
Angel Face
Appointment in Honduras
Arena
Arrowhead
Back to God's Country
Bad for Each Other
The Bandits of Corsica
Bandits of the West
The Band Wagon
Battle Circus
"The Beast from 20,000 Fathoms"
Beat the Devil
Beneath the 12-Mile Reef
The Bigamist
The Big Heat
Big Leaguer
Blowing Wild
The Blue Gardenia
A Blueprint for Murder
Born to the Saddle
Botany Bay
Bright Road
By the Light of the Silvery Moon
The Caddy
Calamity Jane
Call Me Madam
Captain John Smith and Pocahontas
Captain Scarlett
Cat-Women of the Moon
Cease Fire!
Champ for a Day
Charade
The Charge at Feather River
China Venture
City Beneath the Sea
City of Bad Men
City That Never Sleeps
Clipped Wings
The Clown
Code Two
Column South
Combat Squad
Confidentially Connie
Conquest of Cochise
Count the Hours
Cow Country
Crazylegs
Cruisin' Down the River
Cry of the Hunted
Dance Hall Racket
Dangerous Crossing
Dangerous When Wet
Decameron Nights
Desert Legion
The Desert Rats
The Desert Song
Destination Gobi
Devil's Canyon
The Diamond Queen
Down Laredo Way
Donovan's Brain
Down Among the Sheltering Palms
Dream Wife
East of Sumatra
Easy to Love
The Eddie Cantor Story
El Alamein
El Paso Stampede
Escape from Fort Bravo
Fair Wind to Java
Fangs of the Arctic
The Farmer Takes a Wife
Fast Company
Fear and Desire
Fighter Attack
Fighting Lawman
Flame of Calcutta
The Flaming Urge
Flight Nurse
Flight to Tangier
Forever Female
Forbidden
Fort Ti
Fort Vengeance
Francis Covers the Big Town
From Here to Eternity
Gentlemen Prefer Blondes
Geraldine
The Girl Next Door
The Girl Who Had Everything
Girls in the Night
The Girls of Pleasure Island
Give a Girl a Break
The Glass Wall
The Glass Web
The Glory Brigade
Glen or Glenda
The Golden Blade
Goldtown Ghost Riders
The Great Jesse James Raid
The Great Sioux Uprising
Guerrilla Girl
Gun Belt
Gun Fury
Gunsmoke
Half a Hero
Hannah Lee
Here Come the Girls
The Hitch-Hiker
The Homesteaders
Hondo
Hot News
Houdini
House of Wax
How to Marry a Millionaire
I Confess
The I Don't Care Girl
I Love Lucy
I Love Melvin
"I, the Jury"
Inferno
Invaders from Mars
Iron Mountain Trail
Island in the Sky
It Came from Outer Space
It Happens Every Thursday
"Jack McCall, Desperado"
Jalopy
Jamaica Run
Jennifer
Jeopardy
The Joe Louis Story
The Juggler
Julius Caesar
Kansas Pacific
The Kid from Left Field
Killer Ape
King of the Khyber Rifles
Kiss Me Kate
Knights of the Round Table
The Lady Wants Mink
Last of the Comanches
Last of the Pony Riders
The Last Posse
Latin Lovers
Law and Order
The Lawless Breed
Let's Do It Again
Lili
A Lion Is in the Streets
Little Boy Lost
Little Fugitive
The Lone Hand
Loose in London
The Lost Planet
Ma and Pa Kettle on Vacation
The Magnetic Monster
Main Street to Broadway
The Man Behind the Gun
Man Crazy
The Man from Cairo
The Man from the Alamo
Man in the Attic
Man in the Dark
Man of Conflict
Man on a Tightrope
The Marksman
Marry Me Again
Marshal of Cedar Rock
The Marshal's Daughter
Martin Luther
The Maze
Meet Me at the Fair
Mesa of Lost Women
Mexican Manhunt
Miss Sadie Thompson
Mission Over Korea
The Mississippi Gambler
Mister Scoutmaster
Mogambo
Money from Home
The Moon Is Blue
The Moonlighter
Murder Without Tears
The Naked Spur
The Neanderthal Man
The Nebraskan
Never Wave at a WAC
Niagara
No Escape
Northern Patrol
Off Limits
Old Overland Trail
On Top of Old Smoky
One Girl's Confession
Pack Train
Paratrooper
Paris Model
A Perilous Journey
Perils of the Jungle
Peter Pan
Phantom from Space
Pickup on South Street
Plunder of the Sun
Pony Express
Port Sinister
Powder River
The President's Lady
Prince of Pirates
Prisoners of the Casbah
Private Eyes
Problem Girls
Project Moonbase
Raiders of the Seven Seas
Rebel City
The Redhead from Wyoming
Red River Shore
Remains to Be Seen
Return to Paradise
"Ride, Vaquero!"
Roar of the Crowd
"Rob Roy, the Highland Rogue"
The Robe
Robot Monster
Rogue's March
Roman Holiday
The Royal African Rifles
Run for the Hills
Saadia
Sabre Jet
Safari Drums
Saginaw Trail
Salome
Sangaree
San Antone
Savage Frontier
Savage Mutiny
Scandal at Scourie
Scared Stiff
Sea Devils
Sea of Lost Ships
Second Chance
Seminole
Serpent of the Nile
Shadows of Tombstone
Shane
Shark River
She's Back on Broadway
The Silver Whip
Sins of Jezebel
Siren of Bagdad
Sky Commando
Slaves of Babylon
A Slight Case of Larceny
Small Town Girl
So Big
Sombrero
Son of Belle Starr
So This Is Love
South Sea Woman
Spaceways
Split Second
Stalag 17
The Stand at Apache River
The Stars Are Singing
Star of Texas
The Steel Lady
The Story of Three Loves
The Stranger Wore a Gun
The Sun Shines Bright
Sweethearts on Parade
The Sword and the Rose
Sword of Venus
The System
Take Me to Town
Take the High Ground!
The Tall Texan
Tangier Incident
Target Hong Kong
Tarzan and the She-Devil
Taxi
Terminal Station
Texas Bad Man
That Man from Tangier
Those Redheads from Seattle
Three Sailors and a Girl
Thunder Bay
Thunder Over the Plains
Thy Neighbor's Wife
Time Bomb
Titanic
Tonight We Sing
Topeka
Torch Song
Trail Blazers
Treasure of the Golden Condor
Tropic Zone
Trouble Along the Way
Tumbleweed
The Twonky
Valley of the Head Hunters
The Vanquished
The Veils of Bagdad
Vice Squad
Vicki
Vigilante Terror
Walking My Baby Back Home
War Paint
The War of the Worlds
White Lightning
White Witch Doctor
Wicked Woman
The Wild One
Wings of the Hawk
Winning of the West
Woman They Almost Lynched
Young Bess
The Living Desert
Canadian Mounties vs Atomic Invaders
Commando Cody: Sky Marshal of the Universe
Jungle Drums of Africa
All My Babies
Baby Butch
Ben and Me
Bully for Bugs
Cat-Tails for Two
Catty Cornered
Designs on Jerry
Don's Fountain of Youth
Duck Dodgers
"Duck! Rabbit, Duck!"
Johann Mouse
Let's All Go to the Lobby
Life with Tom
Mouse for Sale
Pup on a Picnic
Puppy Tale
The Seafarers
The Simple Things
Southern Fried Rabbit
Spooks!
The Tell-Tale Heart
"Toot, Whistle, Plunk and Boom"
Title
5 Against the House
Abbott and Costello Meet the Keystone Kops
Abbott and Costello Meet the Mummy
African Manhunt
Ain't Misbehavin'
Air Strike
All That Heaven Allows
The Americano
An Annapolis Story
Angela
Apache Ambush
Apache Woman
Artists and Models
At Gunpoint
Bad Day at Black Rock
Battle Cry
Battle Taxi
Bedevilled
Bengazi
The Big Bluff
The Big Combo
"Big House, U.S.A."
The Big Knife
Blackboard Jungle
Blood Alley
Bowery to Bagdad
Bride of the Monster
Bring Your Smile Along
A Bullet for Joey
Canyon Crossroads
Captain Lightfoot
Carolina Cannonball
"Cell 2455, Death Row"
Chicago Syndicate
Chief Crazy Horse
City of Shadows
The Cobweb
Conquest of Space
Count Three and Pray
The Court-Martial of Billy Mitchell
Crashout
Creature with the Atom Brain
The Crooked Web
Cross Channel
Cult of the Cobra
Daddy Long Legs
The Dark Avenger
Day the World Ended
Desert Sands
The Desperate Hours
Devil Goddess
Dial Red O
Double Jeopardy
Duel on the Mississippi
East of Eden
The End of the Affair
Escape to Burma
The Eternal Sea
The Far Country
The Far Horizons
Female Jungle
Female on the Beach
The Fighting Chance
Finger Man
Fort Yuma
Foxfire
Francis in the Navy
The Gamma People
Gentlemen Marry Brunettes
The Girl in the Red Velvet Swing
The Girl Rush
The Glass Slipper
"Good Morning, Miss Dove"
The Gun That Won the West
Guys and Dolls
Headline Hunters
Hell's Horizon
Hell's Island
High Society
Hit the Deck
Hold Back Tomorrow
House of Bamboo
"How to Be Very, Very Popular"
I Cover the Underworld
I Died a Thousand Times
I'll Cry Tomorrow
Illegal
The Indian Fighter
Interrupted Melody
It Came from Beneath the Sea
It's Always Fair Weather
It's a Dog's Life
Jail Busters
Joe MacBeth
Jump into Hell
Jungle Moon Men
Jupiter's Darling
The Kentuckian
Kentucky Rifle
Killer's Kiss
The King's Thief
Kismet
Kiss Me Deadly
Kiss of Fire
Lady and the Tramp
Lady Godiva of Coventry
Land of the Pharaohs
Las Vegas Shakedown
The Last Command
The Last Frontier
A Lawless Street
Lay That Rifle Down
The Left Hand of God
A Life at Stake
A Life in the Balance
The Long Gray Line
The Looters
Love Is a Many-Splendored Thing
Love Me or Leave Me
Lucy Gallant
Ma and Pa Kettle at Waikiki
Magic Fire
The Magnificent Matador
Mambo
A Man Alone
A Man Called Peter
The Man from Bitter Ridge
